Username,DOB,State
dudv4414,08.08.1950,Minnesota
hctn2312,02.08.1973,North Carolina
ilym1132,28.07.1995,U.S. Virgin Islands
viub2431,02.08.1975,Georgia
cvlp3333,02.08.1975,New York
ipkl1143,27.07.1999,California
yrhz2122,31.07.1980,Iowa
mcpl3223,05.08.1963,Kentucky
nhbj4444,07.08.1952,North Dakota
srux4311,03.08.1968,Utah
uvmg2344,04.08.1967,Ohio
gfbj1244,06.08.1959,Massachusetts
froq2414,27.07.1999,Indiana
aobg2333,26.07.2001,Minor Outlying Islands
riqz1124,03.08.1968,Nevada
sndt4432,07.08.1952,Oklahoma
sjmo2241,03.08.1970,Utah
gslx4413,01.08.1976,Utah
vizu3324,01.08.1978,Wyoming
bbnm3423,29.07.1988,New York
riwl4211,04.08.1965,Tennessee
wilo1243,07.08.1955,Iowa
fnes4432,31.07.1983,Indiana
lcem2221,28.07.1992,Vermont
oinj3142,01.08.1976,Utah
gtfo1424,01.08.1976,Minnesota
mceg2411,31.07.1980,District of Columbia
lqtk2422,31.07.1982,Hawaii
qhrf3442,28.07.1992,Delaware
swou4414,31.07.1981,Maine
yfou4442,04.08.1965,Alabama
pqwj2422,08.08.1950,Kentucky
rmit3222,07.08.1953,Idaho
smca4412,06.08.1958,Kentucky
lcjk4432,04.08.1967,Florida
qvhr2231,30.07.1986,Indiana
myxv1332,06.08.1957,Nebraska
fgwg3214,06.08.1957,Colorado
zmon4424,26.07.2001,District of Columbia
ozfo4412,29.07.1989,Indiana
egmy2233,30.07.1984,Nevada
klqi2342,04.08.1966,Alabama
yisu2324,05.08.1961,Kentucky
cwyt3222,01.08.1978,Michigan
hqrl2421,06.08.1956,North Dakota
kfei1111,27.07.1999,Arizona
vvkk4241,30.07.1986,Michigan
xmui3311,02.08.1975,Colorado
seth2221,31.07.1983,Tennessee
afor3341,04.08.1964,New Jersey
wutc4112,28.07.1992,Connecticut
tmmy3241,28.07.1994,California
nyog4112,03.08.1968,Maryland
hgzj1141,30.07.1986,Minnesota
twss2132,26.07.2000,Massachusetts
zewj2444,28.07.1994,South Carolina
zgat4123,27.07.1997,Kansas
sqen1321,02.08.1972,Vermont
pxqu1143,01.08.1977,Missouri
jejp3214,05.08.1963,Idaho
hpwu2241,29.07.1991,Washington
uwyj3222,04.08.1965,Ohio
waty1323,28.07.1994,Rhode Island
spwr1213,27.07.1998,Guam
pkys3223,29.07.1990,Guam
gytb1114,27.07.1996,Kentucky
utfd3343,02.08.1973,Nebraska
jhkn1241,05.08.1963,Kansas
hkbw1113,03.08.1969,Minnesota
ubss1313,27.07.1998,Colorado
hrvb1442,27.07.1999,Oregon
pjof4114,02.08.1974,Wisconsin
zdoz3242,06.08.1956,New Jersey
dwep4241,30.07.1984,Hawaii
aura4112,29.07.1990,Minor Outlying Islands
yklf1412,31.07.1983,Kentucky
yyjs1422,07.08.1953,Rhode Island
gauf3223,02.08.1973,Illinois
fviv3224,29.07.1990,District of Columbia
yfuu3423,07.08.1955,Alaska
kvad2411,28.07.1995,Nebraska
bike3233,01.08.1979,Iowa
kxry4424,05.08.1960,Kansas
djsg4443,05.08.1960,California
ylqf4121,07.08.1952,Texas
tkcg3234,03.08.1971,Virginia
gqub3131,06.08.1956,North Carolina
rmhl1133,28.07.1993,Delaware
wddy4444,06.08.1959,Arkansas
ciza3413,28.07.1995,Tennessee
wbzd3211,02.08.1972,Minnesota
chkn3443,01.08.1978,Minor Outlying Islands
cagc4231,06.08.1958,Minor Outlying Islands
rvxn3431,31.07.1981,American Samoa
madk2444,31.07.1982,West Virginia
ivjr4334,30.07.1987,Georgia
iimv3321,06.08.1957,South Dakota
xszj4221,31.07.1981,North Carolina
jrhg1431,28.07.1993,Minor Outlying Islands
klgz1141,27.07.1998,New Jersey
hskb4114,02.08.1975,New Jersey
nyak3421,01.08.1976,District of Columbia
buhk1414,01.08.1977,Michigan
zxiw3142,05.08.1963,Arkansas
eqxf4341,27.07.1997,Maryland
rfqf3243,03.08.1971,Missouri
odvm2312,28.07.1993,Massachusetts
pmwg2124,28.07.1992,Montana
fggw2134,30.07.1984,North Dakota
wnyb4342,08.08.1950,Colorado
hwba2314,03.08.1969,California
ddak3311,30.07.1985,Minor Outlying Islands
mlgp2211,02.08.1973,Wisconsin
iyuy3411,04.08.1965,Connecticut
kgfs4344,02.08.1972,North Dakota
zfkf2242,04.08.1967,Hawaii
kjbt4322,07.08.1955,District of Columbia
zeyr1234,06.08.1959,New Mexico
ncex1224,04.08.1967,Guam
whrn3432,29.07.1989,Minor Outlying Islands
kzuv1443,27.07.1996,Rhode Island
abko4442,03.08.1970,Arizona
qhcs2322,31.07.1980,North Carolina
kocz1412,06.08.1958,Michigan
ejwf4433,30.07.1986,Hawaii
dmop3144,07.08.1953,Georgia
zwla1313,28.07.1994,North Dakota
zcee4231,05.08.1962,American Samoa
acba2313,28.07.1993,Arkansas
vfiw2141,06.08.1959,U.S. Virgin Islands
bqxi1222,30.07.1984,Mississippi
oswa3413,31.07.1983,Alabama
qldy3441,05.08.1963,Kansas
qopf2344,04.08.1964,Idaho
bqhv1213,02.08.1972,Hawaii
usqi1142,31.07.1981,Arkansas
mjga1321,26.07.2000,District of Columbia
wvdw4112,27.07.1996,Oregon
jrew4324,02.08.1972,Maine
szwp4442,01.08.1976,Texas
kdkx3134,02.08.1974,U.S. Virgin Islands
vchl4241,02.08.1972,Northern Mariana Islands
cmfs3114,02.08.1972,New Hampshire
mgxx4144,29.07.1988,Minor Outlying Islands
xaxf2314,26.07.2000,New Mexico
ryth4124,06.08.1958,Nebraska
zoks1413,27.07.1998,Utah
klkc3443,31.07.1982,Montana
kbfb3244,06.08.1956,Mississippi
bjav2242,30.07.1985,Missouri
ofha3113,06.08.1958,New Mexico
mhwj3413,27.07.1999,Texas
ydpn3124,01.08.1976,Oklahoma
pfql1414,31.07.1983,Oregon
aknz1112,03.08.1968,Louisiana
lpye4221,08.08.1950,Puerto Rico
uekx3224,26.07.2001,North Dakota
bwex1342,04.08.1966,American Samoa
sfnm1233,03.08.1968,Colorado
zsys3312,26.07.2001,Massachusetts
hxko4312,06.08.1956,Oklahoma
cied3221,04.08.1966,North Dakota
tnzl4334,29.07.1991,Rhode Island
jnup4312,27.07.1999,Michigan
ytui2132,29.07.1988,Nebraska
bkdy4232,04.08.1966,Virginia
nsdh4114,01.08.1977,Puerto Rico
onme1213,05.08.1962,North Dakota
tqah2324,27.07.1999,Connecticut
zmzj4221,02.08.1974,Alaska
eotw1242,06.08.1956,Puerto Rico
lscw1243,07.08.1953,Minnesota
vmes3113,06.08.1957,Vermont
wcby4443,28.07.1995,Kentucky
wwwj4144,06.08.1957,Mississippi
xswm3141,30.07.1984,Minor Outlying Islands
mdkp3312,27.07.1999,Connecticut
ckok3222,27.07.1997,Virginia
nrnj1112,01.08.1979,Utah
ihfe1441,31.07.1981,Florida
qxtd4433,29.07.1988,Washington
graf4333,07.08.1953,Rhode Island
zntv2134,27.07.1998,Nevada
bwpu2224,05.08.1962,Oregon
bkwi3332,02.08.1974,Montana
rbpj1143,29.07.1991,Washington
zfki1432,01.08.1977,Utah
zirx3432,06.08.1956,Tennessee
dpdo4131,02.08.1972,Northern Mariana Islands
cbrb4323,01.08.1979,Nevada
lvbx4143,07.08.1955,Rhode Island
jwvj3331,06.08.1957,New York
wysh4221,06.08.1957,Washington
rqjb4113,06.08.1956,Iowa
gvwa2123,30.07.1985,South Dakota
gjrh4324,06.08.1957,Texas
alys1423,03.08.1969,West Virginia
ctxv3434,07.08.1954,Hawaii
azzg3431,06.08.1959,Utah
syov1321,08.08.1950,Puerto Rico
ngiy3242,05.08.1963,Minnesota
vfbr3342,30.07.1985,Rhode Island
tvmx2113,27.07.1998,Wisconsin
bnzy1244,29.07.1989,West Virginia
ztvu2134,07.08.1952,New Mexico
mpji3231,07.08.1952,Oregon
inqi3242,02.08.1973,American Samoa
vnqp3141,01.08.1978,District of Columbia
ohnp1213,03.08.1968,Oregon
ihwp1343,03.08.1968,Delaware
sndy1231,02.08.1974,Connecticut
vnqe3242,06.08.1958,Massachusetts
iyus3244,04.08.1966,Guam
qwwn3232,29.07.1990,New York
xucx1233,03.08.1968,Mississippi
lwle3331,05.08.1962,Vermont
rsdi3442,03.08.1969,Kansas
amee4144,03.08.1969,Washington
vrbc1444,27.07.1999,Pennsylvania
wlfl2311,29.07.1990,North Dakota
eglk2124,07.08.1953,American Samoa
zluy4323,07.08.1953,Nebraska
fpxu2312,06.08.1956,California
qhuw1323,06.08.1957,Ohio
cwar3312,06.08.1959,Oklahoma
ebdd1322,07.08.1955,Vermont
bmkz1132,04.08.1964,Iowa
unlw1342,26.07.2000,Nebraska
xyrt4222,31.07.1981,Kentucky
yonm3212,02.08.1972,Colorado
ipqn3343,03.08.1970,Vermont
hmyb3242,29.07.1991,Colorado
myix1124,30.07.1987,South Carolina
ryvz2141,02.08.1974,South Dakota
vuxe3331,27.07.1997,American Samoa
iaum4431,07.08.1952,Kansas
ndkl1344,31.07.1981,Kansas
htjy1423,29.07.1988,Virginia
vjis2133,30.07.1985,Virginia
wobv3344,29.07.1989,Rhode Island
hyhy1222,30.07.1987,Wisconsin
scmb2114,02.08.1973,Georgia
tscm3443,27.07.1997,Idaho
wifj1414,04.08.1965,New Mexico
uazd4143,05.08.1960,North Dakota
qjxz2341,04.08.1966,Florida
foja3222,06.08.1959,Illinois
hpre4422,05.08.1962,New Mexico
ztuw2343,28.07.1992,Mississippi
jaqw2314,29.07.1988,Louisiana
bsrr4231,07.08.1952,Oklahoma
eyfs4131,02.08.1972,American Samoa
ecki3233,05.08.1962,Mississippi
rlzp1432,30.07.1985,Rhode Island
enwd3241,02.08.1973,Delaware
pghp1111,29.07.1991,Alabama
azxs1344,02.08.1975,Oregon
aohr3243,27.07.1996,Hawaii
mwmk4111,28.07.1995,New Hampshire
rrsm3414,30.07.1985,West Virginia
ikmi2431,27.07.1999,West Virginia
dxkv2421,04.08.1966,Washington
tsbs2144,06.08.1958,Oregon
vmwm1132,28.07.1992,Alaska
wuwl1244,27.07.1997,Illinois
cnxl3344,08.08.1951,Kentucky
kpis1321,05.08.1963,Arkansas
nhmy3212,01.08.1977,Arkansas
qllq1441,26.07.2000,Utah
ttye3232,04.08.1966,Nebraska
uijz3444,02.08.1975,Oklahoma
vner1444,08.08.1950,Rhode Island
ietq1441,07.08.1955,Maryland
luyg3121,28.07.1993,California
tmul3241,29.07.1990,Kentucky
nyjk3114,07.08.1953,West Virginia
avoy2222,29.07.1990,Puerto Rico
uknl4121,06.08.1956,West Virginia
wofo4332,27.07.1996,American Samoa
fijk4323,28.07.1993,Guam
uunr2131,05.08.1961,Alaska
kxjp1332,28.07.1992,New Hampshire
epsb3312,28.07.1994,Kansas
pyyo4431,26.07.2000,Northern Mariana Islands
ljbm1111,26.07.2000,Alabama
ebvp3413,02.08.1975,Wyoming
crbp4243,27.07.1999,District of Columbia
bprr2411,05.08.1963,South Dakota
bxvj2342,07.08.1952,Kentucky
soov4422,01.08.1977,District of Columbia
fwus2213,28.07.1995,Alaska
opjh1122,27.07.1998,Northern Mariana Islands
xaom2142,06.08.1958,Florida
knjf3434,27.07.1997,Delaware
whmj4143,03.08.1968,Illinois
kcbo3212,29.07.1991,Hawaii
jxjc2344,30.07.1984,Wisconsin
trpo2412,07.08.1954,Alaska
bxpl4324,07.08.1953,Nebraska
btqy2212,06.08.1959,Florida
jbqq1342,03.08.1970,District of Columbia
srev2313,27.07.1996,Vermont
hzbv1434,29.07.1990,Wisconsin
xzjf1423,07.08.1953,Alaska
snnc4313,06.08.1957,Pennsylvania
mdnj1141,28.07.1992,American Samoa
xzpz1213,26.07.2001,Washington
irlq4224,28.07.1992,Illinois
iepx2231,27.07.1997,New Hampshire
qifi4441,26.07.2000,Puerto Rico
onlx2142,08.08.1951,New Mexico
vubn3423,28.07.1995,Pennsylvania
txei4243,07.08.1953,Oklahoma
vafx3132,05.08.1960,Maryland
ibjn4412,02.08.1975,North Carolina
oefh1143,04.08.1966,Virginia
jsot4134,04.08.1964,Virginia
rtwi1323,06.08.1957,Tennessee
srym3234,27.07.1996,Ohio
cxak1344,08.08.1950,Alabama
klhy4311,28.07.1995,U.S. Virgin Islands
hmfw1233,28.07.1993,Wyoming
bpgr4424,04.08.1964,Minor Outlying Islands
ebup1214,03.08.1968,Illinois
jqio4311,04.08.1967,New Mexico
ejyw1241,06.08.1957,Oklahoma
txre3314,07.08.1953,Mississippi
lciw1422,04.08.1967,Oregon
fmly1214,07.08.1953,Wisconsin
piun1334,31.07.1981,Colorado
wswd2313,28.07.1993,Nebraska
ikuy2133,26.07.2000,Oklahoma
uwmm1413,01.08.1979,North Carolina
lgic3413,28.07.1995,Louisiana
whwp3232,01.08.1978,Alabama
psun1344,01.08.1978,Guam
jqkd4421,05.08.1960,Maryland
dsxa2232,01.08.1978,Minnesota
kywh1234,08.08.1951,Mississippi
hbcz4144,03.08.1971,Mississippi
tyce4221,02.08.1973,New York
npvd3134,30.07.1987,Maine
uxfl3121,02.08.1974,North Carolina
hwtf4124,04.08.1964,Iowa
uufb2123,26.07.2001,Montana
ecdy2344,05.08.1963,Delaware
bhbs1433,30.07.1985,New Mexico
xskg2121,05.08.1960,Minor Outlying Islands
vkaw3431,30.07.1986,Puerto Rico
nrfj4144,02.08.1973,Idaho
chci1442,06.08.1958,Arkansas
mfkt2423,01.08.1977,Nevada
vdhx1124,06.08.1959,Idaho
nfvn3331,29.07.1990,Washington
xeik4434,06.08.1957,Minnesota
cshp4211,03.08.1971,American Samoa
acyc4412,03.08.1971,Michigan
bgiu2442,27.07.1997,American Samoa
pezl4232,28.07.1993,Texas
cgtg3334,08.08.1950,South Dakota
zaug2441,31.07.1983,Maine
zztt2222,03.08.1968,Puerto Rico
jepb3421,02.08.1973,American Samoa
lmzr2212,07.08.1952,South Dakota
ivpk4412,28.07.1993,Oklahoma
rsmq3342,31.07.1981,Guam
bmvc4123,06.08.1959,Texas
fusl4331,01.08.1979,Kentucky
anbw3333,04.08.1967,Pennsylvania
btbc2421,08.08.1951,Vermont
rkhu4324,29.07.1988,California
yltw2244,31.07.1981,Northern Mariana Islands
pzvk4213,06.08.1956,Texas
zyee3343,03.08.1971,New Jersey
egxx3142,29.07.1988,Rhode Island
zhrm2444,04.08.1964,Louisiana
kams3443,02.08.1973,Arizona
jlje1432,08.08.1950,New Jersey
aodb4123,08.08.1950,South Dakota
kvnb1141,30.07.1987,American Samoa
vyzr4241,26.07.2000,Wisconsin
mjna4422,03.08.1969,North Dakota
wjpi1344,05.08.1960,New York
wnzt3134,27.07.1998,Iowa
buic3122,31.07.1983,Nevada
ehti4443,06.08.1959,U.S. Virgin Islands
mcke4323,29.07.1990,Minnesota
wkzk2311,29.07.1991,Alabama
sbna2121,30.07.1987,North Carolina
oiag1311,03.08.1969,Kentucky
iibs1242,04.08.1967,Wisconsin
fwwc3322,01.08.1976,American Samoa
jees4333,30.07.1985,Rhode Island
eksk3411,28.07.1992,Nevada
pnva4321,27.07.1998,California
fzlz4144,26.07.2000,Connecticut
mvum3122,26.07.2000,Virginia
cwpf4413,03.08.1970,California
kblu2424,27.07.1998,West Virginia
ukcx1344,30.07.1987,Oregon
xxed2123,29.07.1989,Florida
sgmn2211,31.07.1980,Nevada
xpsp4232,27.07.1999,Puerto Rico
eyzi3334,06.08.1957,Kansas
berd4144,27.07.1997,Wisconsin
oqeb4334,04.08.1967,Alabama
sxoy2323,06.08.1958,Oklahoma
lwjv3224,01.08.1978,Mississippi
tcux2141,31.07.1982,Wisconsin
iyro2434,02.08.1972,Vermont
xqxx2324,05.08.1962,Massachusetts
rnlm2224,28.07.1993,Maine
djdo2324,06.08.1959,Massachusetts
joks3221,30.07.1984,Puerto Rico
ojcm1432,03.08.1969,West Virginia
tgsp3112,05.08.1963,Wisconsin
mbvj1243,02.08.1973,Pennsylvania
wxqc3114,29.07.1991,Indiana
soip2342,03.08.1969,Montana
kubk2224,28.07.1992,New Hampshire
ywxi2342,27.07.1998,Maine
skzv4214,29.07.1990,North Dakota
ktvw3331,07.08.1952,Oregon
mjfq4114,29.07.1990,Mississippi
rbat1414,28.07.1994,Idaho
uado4412,27.07.1996,Tennessee
gmvf1143,04.08.1964,Pennsylvania
kzxp3114,07.08.1952,Alaska
rdiq4223,07.08.1953,Minnesota
tajn2442,04.08.1964,New Mexico
xuau2142,07.08.1955,Alaska
zadd2322,04.08.1964,Nevada
tlav3222,29.07.1991,Indiana
aske1342,28.07.1994,Nevada
fnmd4431,26.07.2001,Kentucky
uklf1421,01.08.1977,Missouri
isfs2222,01.08.1977,Louisiana
ddzj3312,28.07.1995,Alabama
noel2242,26.07.2001,Maryland
iobv1432,02.08.1974,Rhode Island
xvmb1233,01.08.1977,Oregon
aesw3232,02.08.1973,Wyoming
sqqa1221,06.08.1956,Northern Mariana Islands
qjjt3124,04.08.1964,Rhode Island
hjoi4312,30.07.1987,Nevada
stxs1323,03.08.1970,Illinois
ojis3212,05.08.1963,New York
ujkg4233,08.08.1950,Rhode Island
cxqh1142,06.08.1959,Alabama
wnmx2211,05.08.1961,Massachusetts
lrew3314,01.08.1979,Minnesota
dxhs1241,06.08.1958,Iowa
geeu4144,27.07.1997,Missouri
llcq2423,30.07.1984,Georgia
lhgl4214,01.08.1979,Arkansas
jsiq1132,29.07.1991,Wyoming
ctvt3224,07.08.1953,California
amzr3321,01.08.1977,Washington
gabo1424,05.08.1963,U.S. Virgin Islands
flcb4331,08.08.1950,Utah
gmbi1113,29.07.1989,Florida
esct3422,27.07.1996,South Carolina
rmto4114,04.08.1965,Utah
oxdz3244,26.07.2000,Colorado
bvck3234,27.07.1998,Iowa
lyet4411,08.08.1950,Indiana
hzny1141,31.07.1983,Washington
wrio4443,02.08.1973,Hawaii
vyoi2132,26.07.2000,Pennsylvania
ncwk3312,02.08.1974,Washington
uwho3423,31.07.1981,West Virginia
dkaf3224,01.08.1979,Delaware
bojw4121,30.07.1987,North Dakota
epzq1423,05.08.1961,New Jersey
wouo1243,05.08.1961,New Hampshire
irqk3343,08.08.1951,Colorado
jndv3233,30.07.1986,Louisiana
cjdz4144,29.07.1988,Minnesota
durz1241,02.08.1973,Florida
ruhr3323,28.07.1992,Kansas
dkgi4311,02.08.1973,Minor Outlying Islands
nexm4422,27.07.1996,Oregon
atlc3314,03.08.1971,Indiana
ohob2142,03.08.1968,Massachusetts
nkji3343,27.07.1996,California
prnf3444,03.08.1968,Arizona
stxn1321,02.08.1975,North Carolina
ozdv2323,02.08.1975,New Hampshire
kepu1223,26.07.2001,California
aage1132,06.08.1958,Missouri
ovqe2433,27.07.1998,Pennsylvania
rygi2331,01.08.1977,Nevada
lzaf4141,28.07.1994,California
qzbt3222,06.08.1958,Rhode Island
vikc2224,04.08.1965,Massachusetts
ikma4412,31.07.1981,American Samoa
vcps4341,27.07.1998,Alaska
lvty4334,02.08.1972,Missouri
savh2131,29.07.1989,Michigan
yals2223,28.07.1995,Kansas
cxru3242,06.08.1958,New Mexico
tcum3344,31.07.1982,Minnesota
cdoj2143,02.08.1972,Mississippi
lwix4331,07.08.1953,Oregon
qrta1312,08.08.1950,Texas
lkky2131,07.08.1952,Alabama
vecg1422,02.08.1973,Northern Mariana Islands
nfci4414,08.08.1951,Iowa
ltap1443,28.07.1995,Guam
qgfp2421,27.07.1999,Maryland
gdab2232,26.07.2000,Wisconsin
thyu2133,01.08.1978,Illinois
ggea1133,27.07.1998,North Dakota
qrfo3424,06.08.1956,Rhode Island
ccae1133,07.08.1955,California
brjz4431,28.07.1993,Wyoming
blci3411,28.07.1992,West Virginia
csqq3241,31.07.1980,Nevada
itsu3222,05.08.1961,Colorado
hnyx4332,31.07.1980,Washington
namj3211,29.07.1988,New Jersey
uzeo2232,29.07.1988,Colorado
afpu1134,30.07.1985,Colorado
ipff3233,03.08.1970,Connecticut
ugjt4314,04.08.1967,Alabama
pxtq4341,02.08.1975,Michigan
kfuc3214,06.08.1956,Ohio
ffiq1331,27.07.1998,Minnesota
hbcc2242,07.08.1952,Nevada
uvxg2432,01.08.1977,Alaska
ebqe1123,07.08.1953,Hawaii
puyf1431,07.08.1952,Nebraska
crlq3332,04.08.1967,Minor Outlying Islands
crhb4133,27.07.1999,Idaho
vygj4433,07.08.1955,Delaware
chbc3344,06.08.1958,Florida
onsp1244,31.07.1983,West Virginia
dzan3321,03.08.1970,Oklahoma
jwya4142,28.07.1992,New Jersey
jcfn1121,31.07.1982,South Dakota
dddt3113,28.07.1994,Alabama
tbtg2412,07.08.1955,Montana
ssfe4244,05.08.1961,Tennessee
wsmr1222,02.08.1972,Missouri
tmyu4244,31.07.1983,Oregon
oymi2411,02.08.1975,Colorado
oijo4441,06.08.1958,Oklahoma
khpq3221,02.08.1974,Minor Outlying Islands
ymnq2442,06.08.1959,Alaska
yter1341,05.08.1960,South Dakota
iuhw2441,31.07.1981,Virginia
srzu3312,05.08.1961,Mississippi
npnt4112,01.08.1976,Delaware
thcy1144,08.08.1950,Michigan
smay1221,01.08.1978,Nevada
dtsr4234,01.08.1978,Nebraska
bavj2134,04.08.1966,Oregon
gaxa1231,07.08.1954,Mississippi
ztby1241,28.07.1992,Ohio
uere3144,05.08.1963,Rhode Island
ilzk1324,06.08.1956,Montana
lgkv2342,06.08.1956,Northern Mariana Islands
qydd3314,05.08.1963,Florida
tzad3322,27.07.1996,Massachusetts
gexq1441,04.08.1967,Oklahoma
mqjm1411,26.07.2000,Iowa
uzot2123,28.07.1993,Delaware
uufx2244,02.08.1972,West Virginia
pipq4434,03.08.1969,North Dakota
vvde4132,06.08.1956,Ohio
eqlg3234,01.08.1978,Alaska
ntde2232,27.07.1997,Iowa
qyfc3132,31.07.1980,Oklahoma
dpdu1241,29.07.1991,Florida
cbyn3243,30.07.1987,Washington
monl4344,03.08.1971,Kentucky
jray2144,31.07.1983,Connecticut
itbq3232,29.07.1989,Idaho
crsg2224,28.07.1993,Michigan
rgal4132,28.07.1993,Tennessee
torj1311,03.08.1969,Washington
lspc1412,04.08.1965,U.S. Virgin Islands
yeag4214,29.07.1990,Washington
gbtm3414,31.07.1983,Alaska
mkod2243,05.08.1960,Florida
ipgy2214,03.08.1968,Colorado
ykbt3324,29.07.1991,Alabama
lmwl1334,05.08.1960,U.S. Virgin Islands
wwow3114,27.07.1999,U.S. Virgin Islands
pzsc3231,30.07.1984,Montana
efgc4234,01.08.1979,Illinois
vhhj1424,06.08.1959,Rhode Island
nqzc4334,02.08.1974,Connecticut
faek3344,05.08.1960,Kentucky
eume1221,07.08.1955,Washington
vahh3442,29.07.1990,Virginia
hlek4211,04.08.1966,California
hfxn3424,30.07.1984,U.S. Virgin Islands
eavz3144,26.07.2000,Arizona
ygsm4124,31.07.1982,Nevada
kxmr1222,31.07.1981,Delaware
wmaa1314,07.08.1955,North Dakota
vyzq1441,30.07.1985,Connecticut
inyn3333,31.07.1981,Arizona
qipn4432,30.07.1984,Mississippi
ftjh2212,29.07.1990,District of Columbia
uyck1214,26.07.2000,Colorado
oimk1343,03.08.1968,District of Columbia
pcfg3234,27.07.1997,Nebraska
fcrb1412,01.08.1978,Montana
hiez4434,08.08.1950,Louisiana
tals2221,06.08.1959,Montana
bmpl2121,01.08.1979,South Carolina
etbv2122,30.07.1985,Oklahoma
jwds4222,28.07.1992,District of Columbia
zsje4241,28.07.1994,Virginia
ulba4422,03.08.1971,U.S. Virgin Islands
bbpg1213,02.08.1975,Louisiana
aejd2242,28.07.1995,California
lcmt4134,26.07.2000,New Jersey
qjkn4423,27.07.1998,Texas
moax1341,26.07.2000,Hawaii
ywzm3412,04.08.1965,Oklahoma
aytt2414,02.08.1975,New Jersey
izfh3322,04.08.1965,Alabama
vcqh3224,04.08.1967,Wisconsin
fjfd2431,31.07.1982,Minor Outlying Islands
acxq3413,29.07.1990,New Mexico
yxps2112,26.07.2000,Utah
heew2311,03.08.1969,Utah
qusw2124,05.08.1963,Minor Outlying Islands
nwug4424,03.08.1969,Washington
dvxx3423,04.08.1967,Alabama
daid2233,27.07.1999,New York
kiwt3321,31.07.1983,Delaware
wfif4134,31.07.1980,District of Columbia
voex4211,07.08.1953,Pennsylvania
bgnk1131,01.08.1977,Idaho
glls2343,31.07.1981,Connecticut
aslt4134,31.07.1983,South Dakota
uhxw2242,30.07.1986,California
nmdv1314,02.08.1973,American Samoa
nkwa2124,27.07.1997,Alabama
mcsg2144,06.08.1958,New Hampshire
yark3323,02.08.1972,West Virginia
hnxb3322,01.08.1976,Connecticut
iyuj1242,07.08.1953,Alabama
znva4321,02.08.1972,New York
xmdy1333,28.07.1995,Minnesota
vnjd2424,06.08.1958,Louisiana
dxhf1313,31.07.1980,Arkansas
jlav2444,28.07.1994,New York
qgsd2131,02.08.1972,Kentucky
qpxp1422,30.07.1985,Hawaii
tehh4223,02.08.1973,Idaho
piyy2312,08.08.1950,Maine
ycmk4214,04.08.1964,Maryland
chzq4441,02.08.1975,Idaho
ibns1222,27.07.1997,Indiana
jnzh3234,06.08.1956,Iowa
hssp2443,04.08.1964,Ohio
olyy2221,31.07.1981,American Samoa
ooba2122,27.07.1999,Tennessee
zdjg3144,29.07.1990,Wyoming
wtor1223,29.07.1991,Georgia
eawe1234,27.07.1998,Alabama
hxcp1112,29.07.1991,Montana
shtw3223,03.08.1968,Connecticut
rveg4334,30.07.1987,Delaware
stks2124,28.07.1995,Arkansas
elzs1424,08.08.1950,Wyoming
irmk4121,07.08.1952,Rhode Island
ebxv4211,06.08.1956,Virginia
yhfs2234,05.08.1963,Kentucky
okri4233,07.08.1955,Oregon
ynbp1111,29.07.1988,New Mexico
lrmf4213,31.07.1981,Rhode Island
pmhw1322,02.08.1975,North Carolina
jxvw4221,29.07.1988,Mississippi
vqfu1312,31.07.1980,District of Columbia
kuwt2421,31.07.1983,New Hampshire
spgu1334,27.07.1998,Pennsylvania
klcs3314,03.08.1970,West Virginia
rffu4331,05.08.1963,Idaho
hgqq2113,27.07.1997,Connecticut
bthu4321,29.07.1990,Ohio
ueut2324,06.08.1959,Kentucky
xjry3114,06.08.1958,Louisiana
fsdv4141,31.07.1980,American Samoa
ozpi4414,05.08.1963,Hawaii
ctbe1322,04.08.1966,Oklahoma
shor4332,29.07.1988,North Dakota
bzgw3443,06.08.1959,Washington
lros1243,26.07.2000,Connecticut
iitq4234,02.08.1972,Missouri
ehlv4323,02.08.1972,Guam
jfrx3214,04.08.1964,Minnesota
byig1442,02.08.1972,Texas
okmd4431,28.07.1994,Ohio
zbyx1434,06.08.1959,Nevada
lqvk1441,30.07.1986,Illinois
avit3243,06.08.1958,West Virginia
ubcq2133,03.08.1969,South Carolina
nqti4314,03.08.1969,Alaska
rgvh4144,04.08.1967,South Carolina
gzit3311,07.08.1954,Tennessee
fobc1411,30.07.1985,Indiana
yedr3434,29.07.1989,West Virginia
ydlm2412,06.08.1956,Maine
ghrg1432,30.07.1986,Wyoming
jzqt4311,08.08.1950,Alaska
yydw2224,05.08.1962,Alabama
ncrb1214,29.07.1988,Wyoming
ohvk2132,02.08.1974,Utah
yexf3232,30.07.1984,Arkansas
skga1341,07.08.1953,Maryland
upwm2343,07.08.1953,Washington
cfzt1323,05.08.1960,Mississippi
qmmq1341,27.07.1997,North Carolina
oeyt4212,06.08.1959,North Dakota
jwrx2134,27.07.1998,Rhode Island
tsnz1243,08.08.1951,Maryland
adwl4334,05.08.1962,Delaware
qhry4123,28.07.1992,Texas
bmsh2133,02.08.1973,American Samoa
eukf2222,29.07.1988,New Jersey
npdk2431,31.07.1981,District of Columbia
ucoh1144,30.07.1984,Arizona
rwkw2342,05.08.1961,Colorado
ckkz2133,26.07.2001,Alaska
aaez2213,06.08.1959,Minor Outlying Islands
priq3422,27.07.1998,Indiana
